ID,DateTime,Symbol,Quantity,Rate,Side,XRPUSD_BestBid,XRPUSD_BestAsk,XRPEUR_BestBid,XRPEUR_BestAsk,USDEUR_BestBid,USDEUR_BestAsk
412046619,2025-04-08 19:51:58,XRPUSD,2390.0,1.82524,Buy,N/A,N/A,N/A,N/A,N/A,N/A
2025-04-08 19:51_summary,2025-04-08 19:51:00,XRPUSD,4876.7500136,1.8246820493979485,Buy,1.82387,1.82518,N/A,N/A,N/A,N/A
412046648,2025-04-08 19:52:02,XRPUSD,641.25,1.82372,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412046675,2025-04-08 19:52:08,XRPUSD,758.182567,1.82337,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412046705,2025-04-08 19:52:11,XRPUSD,60.02387029,1.82261,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412046716,2025-04-08 19:52:18,XRPUSD,500.0,1.82198,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412046803,2025-04-08 19:52:45,XRPUSD,43.16680848,1.82218,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412046806,2025-04-08 19:52:45,XRPUSD,10.822,1.8232,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412046858,2025-04-08 19:52:53,XRPUSD,563.1674,1.82307,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412046859,2025-04-08 19:52:53,XRPUSD,98.5283,1.82307,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412046869,2025-04-08 19:52:57,XRPUSD,10.0,1.82408,Buy,N/A,N/A,N/A,N/A,N/A,N/A
2025-04-08 19:52_summary,2025-04-08 19:52:00,XRPUSD,2685.14094577,1.8230866638143481,Buy,1.8229,1.82316,N/A,N/A,N/A,N/A
412046898,2025-04-08 19:53:08,XRPUSD,14.968,1.82267,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412046900,2025-04-08 19:53:09,XRPUSD,2390.1,1.82275,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412046901,2025-04-08 19:53:09,XRPUSD,2424.36854015,1.8228,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412046993,2025-04-08 19:53:27,XRPUSD,53.63463711,1.82267,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412047030,2025-04-08 19:53:33,XRPUSD,151.987,1.82154,Buy,N/A,N/A,N/A,N/A,N/A,N/A
2025-04-08 19:53_summary,2025-04-08 19:53:00,XRPUSD,5035.05817726,1.822736460125869,Buy,1.82093,1.822,N/A,N/A,N/A,N/A
412047113,2025-04-08 19:54:03,XRPUSD,2743.79607414,1.8223,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412047114,2025-04-08 19:54:03,XRPUSD,259.20392586,1.82252,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412047177,2025-04-08 19:54:26,XRPUSD,1587.23625435,1.82872,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412047178,2025-04-08 19:54:26,XRPUSD,6.28466814,1.82985,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412047284,2025-04-08 19:54:41,XRPUSD,1366.65935,1.82982,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412047285,2025-04-08 19:54:42,XRPUSD,659.42862652,1.83103,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412047286,2025-04-08 19:54:42,XRPUSD,4147.0,1.83138,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412047303,2025-04-08 19:54:46,XRPUSD,13.33108381,1.83002,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412047330,2025-04-08 19:54:58,XRPUSD,160.0,1.82807,Buy,N/A,N/A,N/A,N/A,N/A,N/A
2025-04-08 19:54_summary,2025-04-08 19:54:00,XRPUSD,10942.93998282,1.828240770684265,Buy,1.82331,1.82512,N/A,N/A,N/A,N/A
412047481,2025-04-08 19:55:18,XRPUSD,45.2055,1.82498,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412047499,2025-04-08 19:55:20,XRPUSD,43.5366918,1.82429,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412047508,2025-04-08 19:55:21,XRPUSD,10.89,1.82475,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412047540,2025-04-08 19:55:41,XRPUSD,141.74251201,1.82651,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412047646,2025-04-08 19:55:45,XRPUSD,54.749221,1.82214,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412047731,2025-04-08 19:55:48,XRPUSD,258.87502,1.82342,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412047745,2025-04-08 19:55:53,XRPUSD,659.42862652,1.82296,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412047746,2025-04-08 19:55:53,XRPUSD,975.01037348,1.82328,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412047754,2025-04-08 19:55:55,XRPUSD,125.0,1.82279,Buy,N/A,N/A,N/A,N/A,N/A,N/A
2025-04-08 19:55_summary,2025-04-08 19:55:00,XRPUSD,2314.43794481,1.8234079875546236,Buy,1.82343,1.82373,N/A,N/A,N/A,N/A
412047896,2025-04-08 19:56:10,XRPUSD,5.449,1.823,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412047912,2025-04-08 19:56:14,XRPUSD,34.38920425,1.82237,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412047926,2025-04-08 19:56:18,XRPUSD,237.0,1.82261,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412047929,2025-04-08 19:56:19,XRPUSD,143.0,1.82182,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412047972,2025-04-08 19:56:34,XRPUSD,128.718,1.82231,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412047988,2025-04-08 19:56:36,XRPUSD,53.40228052,1.8219,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412047991,2025-04-08 19:56:38,XRPUSD,114.468,1.82129,Buy,N/A,N/A,N/A,N/A,N/A,N/A
2025-04-08 19:56_summary,2025-04-08 19:56:00,XRPUSD,716.4264847699999,1.822126032578974,Buy,1.82233,1.82243,N/A,N/A,N/A,N/A
412048071,2025-04-08 19:57:13,XRPUSD,5427.9,1.82514,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412048072,2025-04-08 19:57:13,XRPUSD,5478.68209117,1.82526,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412048074,2025-04-08 19:57:13,XRPUSD,1474.99324675,1.82568,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412048094,2025-04-08 19:57:19,XRPUSD,100.0,1.82524,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412048116,2025-04-08 19:57:24,XRPUSD,63.066,1.82481,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412048126,2025-04-08 19:57:26,XRPUSD,149.357,1.82489,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412048128,2025-04-08 19:57:27,XRPUSD,544.571,1.82474,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412048134,2025-04-08 19:57:29,XRPUSD,1.0,1.82459,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412048187,2025-04-08 19:57:39,XRPUSD,23.63208618,1.82218,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412048204,2025-04-08 19:57:47,XRPUSD,0.35907975,1.82168,Buy,N/A,N/A,N/A,N/A,N/A,N/A
2025-04-08 19:57_summary,2025-04-08 19:57:00,XRPUSD,13263.56050385,1.8252241565417398,Buy,1.81991,1.8208,N/A,N/A,N/A,N/A
412048330,2025-04-08 19:58:25,XRPUSD,108.9,1.82129,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412048444,2025-04-08 19:58:56,XRPUSD,2.726,1.82237,Buy,N/A,N/A,N/A,N/A,N/A,N/A
2025-04-08 19:58_summary,2025-04-08 19:58:00,XRPUSD,111.626,1.8213163745005647,Buy,1.8224,1.82297,N/A,N/A,N/A,N/A
412048601,2025-04-08 19:59:31,XRPUSD,253.31,1.81915,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412048628,2025-04-08 19:59:40,XRPUSD,297.834,1.82103,Buy,N/A,N/A,N/A,N/A,N/A,N/A
2025-04-08 19:59_summary,2025-04-08 19:59:00,XRPUSD,551.144,1.8201659376134007,Buy,1.82313,1.82359,N/A,N/A,N/A,N/A
412048777,2025-04-08 20:00:23,XRPUSD,297.60360986,1.82666,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412048824,2025-04-08 20:00:45,XRPUSD,6.96,1.82565,Buy,N/A,N/A,N/A,N/A,N/A,N/A
2025-04-08 20:00_summary,2025-04-08 20:00:00,XRPUSD,304.56360986,1.8266369191072984,Buy,1.82915,1.8294,N/A,N/A,N/A,N/A
412048850,2025-04-08 20:01:08,XRPUSD,1.0,1.82896,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412048917,2025-04-08 20:01:28,XRPUSD,1249.0,1.82792,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412048961,2025-04-08 20:01:47,XRPUSD,1369.81913342,1.82546,Buy,N/A,N/A,N/A,N/A,N/A,N/A
2025-04-08 20:01_summary,2025-04-08 20:01:00,XRPUSD,2619.81913342,1.826634142123309,Buy,1.82673,1.82675,N/A,N/A,N/A,N/A
412049012,2025-04-08 20:02:08,XRPUSD,2390.1,1.82495,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412049013,2025-04-08 20:02:08,XRPUSD,2739.79795107,1.82496,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412049014,2025-04-08 20:02:08,XRPUSD,2739.50086294,1.82515,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412049015,2025-04-08 20:02:08,XRPUSD,4466.44683692,1.82515,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412049093,2025-04-08 20:02:43,XRPUSD,2735.72701197,1.82767,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412049094,2025-04-08 20:02:43,XRPUSD,200.0,1.82812,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412049095,2025-04-08 20:02:43,XRPUSD,5470.10043104,1.82812,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412049096,2025-04-08 20:02:43,XRPUSD,2735.05021552,1.82812,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412049097,2025-04-08 20:02:43,XRPUSD,656.79465159,1.82813,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412049098,2025-04-08 20:02:43,XRPUSD,641.25,1.82822,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412049099,2025-04-08 20:02:43,XRPUSD,561.07768988,1.82823,Buy,N/A,N/A,N/A,N/A,N/A,N/A
2025-04-08 20:02_summary,2025-04-08 20:02:00,XRPUSD,25335.84565093,1.8265911499513132,Buy,1.82516,1.82549,N/A,N/A,N/A,N/A
412049186,2025-04-08 20:03:14,XRPUSD,296.0,1.82493,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412049212,2025-04-08 20:03:26,XRPUSD,1431.2996,1.82427,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412049245,2025-04-08 20:03:45,XRPUSD,1090.272,1.82344,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412049260,2025-04-08 20:03:55,XRPUSD,10.55266476,1.82379,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412049269,2025-04-08 20:03:58,XRPUSD,2.724,1.82293,Buy,N/A,N/A,N/A,N/A,N/A,N/A
2025-04-08 20:03_summary,2025-04-08 20:03:00,XRPUSD,2830.8482647600003,1.8240162664431623,Buy,1.82326,1.82344,N/A,N/A,N/A,N/A
412049297,2025-04-08 20:04:06,XRPUSD,11.49709142,1.82152,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412049347,2025-04-08 20:04:23,XRPUSD,5.0,1.81792,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412049362,2025-04-08 20:04:26,XRPUSD,2390.1,1.81635,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412049363,2025-04-08 20:04:26,XRPUSD,87.42060478,1.81644,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412049412,2025-04-08 20:04:51,XRPUSD,200.0,1.81502,Buy,N/A,N/A,N/A,N/A,N/A,N/A
2025-04-08 20:04_summary,2025-04-08 20:04:00,XRPUSD,2694.0176961999996,1.8162791607537705,Buy,1.81255,1.81329,N/A,N/A,N/A,N/A
412049511,2025-04-08 20:05:22,XRPUSD,631.0,1.81145,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412049512,2025-04-08 20:05:22,XRPUSD,16.063952,1.81145,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412049569,2025-04-08 20:05:47,XRPUSD,50.359,1.81255,Buy,N/A,N/A,N/A,N/A,N/A,N/A
